3433701461	0
3441348187	0
3452923879	0
3459437075	0
3463725929	2
3432770003	0
3459442237	0
3422644445	0
3441347911	0
3463726545	2
3459441987	0
3462032091	0
3445156757	0
3459438941	0
3459428329	0
3462029811	4
3427994049	0
3432765469	0
3462033567	0
3459430829	0
3468519853	0
3428220053	0
3468519525	0
3427992683	0
3441348601	0
3428219297	0
3441348059	0
3462030623	0
3462030253	18
3459441749	0
3444055223	0
3463728021	13
3462029521	4
3422644627	0
3441348321	0
3433701577	0
3441348455	0
3462032863	0
3433701663	0
3432770057	0
3427993339	0
3445158251	0
3428219137	0
3452923743	0
3444054983	0
3459428607	0
3459436091	0
3440828929	0
3422644265	0
3462033243	4
3452922929	0
3427993881	0
3433719669	0
3422644047	0
3427993683	0
3462031637	13
3432769901	0
3459434083	0
3459437511	0
3427993157	0
3452923451	0
3463726959	6
3459441349	0
3463725265	4
3428218927	0
3468519695	0
3462031287	3
3452923113	0
3459442411	0
3428218695	0
3468519993	0
3427993537	0
3459436635	0
3440829197	0
3459436307	0
3452923611	0
